Comment,Class
"People need to be calm down during crisis time to help each other VS try to harassing other cultures or races. We are all human when it happens like this we should be calm and help, but not to be panicking and point your fingers to each other or other race. I thought we are human should be smarter than the animals. We should think first, help, care, love to our human. Does not matter what color of that person? Whats race of that person? we are all human. Just act like mature adult Please. This time we have to be strong together at a great human team to fight this virus. The virus just was an accident came China animal, but not came from our human. When people hungry they would eat everything  moves. Some area of China is poor too, and people need food to eat. I think before this virus appeared there were lot kind of viruses, but No one was blaming  on Mexico virus, Africa virus or Spain virus????  Why is only Chinese people or Asian people in general. PLEASE, OPEN YOUR EYES WIDER TO HELP OTHERS, BUT NOT TO BLAME ON EACH OTHER. THIS IS NOT THE TIME POINT YOUR FINGER AT OTHERS. THIS IS THE TIME TO HELP OTHERS OUT. STOP RACISM, AND DISCRIMINATE.",no_hate_speech
Your virus is not my prom dress,no_hate_speech
This Virus will divide Us or United us !!.... The choice is up to us !!!... One LoVe !!...,no_hate_speech
"Asian businesses will suffer for a long time. Fear and ignorance is a contributing factor in racism. Racism is in  every culture, but not so much in minority groups such as native indigenous people and indigenous Africans Americans because we had to deal with racism all our lives. More than any group.",no_hate_speech
"When the light is shine on the other end, now you want to play the victim card. I face racism from the Asian community when they are speaking in their native language. I can understand Japanese, little Vietnamese and Chinese and they talk behind your back assuming you can’t speak the language.",no_hate_speech
"It’s not abuse , it’s the results what China did the world.",no_hate_speech
"Ebola outbreak.....🙄 
How about 400 years of racism for black people  not just Ebola...",no_hate_speech
"People fear what they don't understand. Given the behaviour of the CCP, the secrecy, suppression and misinformation it definitely has people concerned. This is not about the the mainland people, who have been mislead, brutalised and abused by the CCP ruling elite for decades.
The international community as a whole needs to rethink relationships with the CCP and hold them to account. They are a danger to the world and will continue to oppress the people of China and anyone else they gain leverage over.
The CCP,  as a propaganda strategy, is promoting the ""racism against China"" matter to galvanise the people of China are redirect the focus from the CCP's poor leadership as the essential cause for the Wuhan virus now sweeping the world with catastrophic effects.",no_hate_speech
"If they don’t eat dogs, people would have been more sympathetic.",no_hate_speech
this is why Asian are finally gonna get guns and arm up,no_hate_speech
"Fear makes people do a lot of crazy things.  I've seen videos of chinese citizens beating their fellow citizens they suspect of having the disease.  You can't blame that on racism. 

I do however, blame the CCP for hiding the virus from the public for a very long time, long enough to let the disease spread all over the world.  I also blame them for blocking the CDC from Wuhan to assist in investigating the source of the outbreak and for limiting the scope of the investigation by the WHO.  China's lack of transparency and tight-fisted control of information makes any attempt at cooperation with them futile.  My hope is that this event will further push the citizens of China to break the shackles that demand their silence.",no_hate_speech
"Asians beating up black women in beauty supply stores, nail stores in the US There are a ton of videos!! Where is the outrage for that?!?!?!?",no_hate_speech
"By the time this is all over and done with, the Chinese will be the most hated people in the world.


It's not right, it;s not fair, but that's the way it's gonna go down.",no_hate_speech
As i black Latino i travel a lot to China for work i can tell you like any race they are racist too watch mixed black Chinese kids born in China there’s tons of video on YouTube about that you will cry of how they are treated in China 🇨🇳,no_hate_speech
Remember about H1N1 (swine flu)? It came from Mexico. In the U.S. people were afraid to be around Latinos.,no_hate_speech
“The model Minority” ha ok 👌🏽,no_hate_speech
It's pure ignorance and lack of human respect . It's sickening  !!,no_hate_speech
This was an wide eye opening message.,no_hate_speech
"Chinese didn't learn after SARS, and now we have covid19.",no_hate_speech
let this be a lesson to china that treat the people with respect and please believe in God all of us from god and we shall returned to him in the here after.,no_hate_speech
If all the asians leave their adoptive country that countries iq drops 90%,no_hate_speech
"This is dangerous it could spark another problem not just the virus 
I hope my intuition is wrong 
God is with us",no_hate_speech
It is sad that bigotry and discrimination of a whole ethnic group is still pretty much real in this new millennium.....I agree you can't blame a whole ethnic group for something they are not responsible of.....blame only those people who ate or sold unthinkable food pretty knowing it is a carrier of loads of viruses...blame the people who permit the continuance of such markets without banning them...It is really sad to turn on each other just based on an ethnicity....sad and primitive...People need to be smarter than that....,no_hate_speech
"I'm so surprised about the western said nothing about the east and say prayforitaly after they got serious damage by covid-19
I realized that we Asian are not human to them 
We will  finally defeat the war with the virus but we will never forget what you did",no_hate_speech
welcome  to a black experience,no_hate_speech
The truth actually it reveals chinese food habit ! Disg...,no_hate_speech
Whatever or whoever put arguments the basic facts remains the same as to why China or Chinese are targeted.Whether the Corona Virus is market produce or lab produce in China it is all due to behaviour and habits of Chinese government and Chinese people.,no_hate_speech
"The media LOVES to spin this as racism but most of it is not racism, it's just fear and ignorance.",no_hate_speech
"there is nothing hidden about these people racial hate, they have hated forever",no_hate_speech
"All the news and media I've seen so far, its ironically black people who have been racist against asians.",no_hate_speech
"If your not gonna INCLUDE how native blacks have been treated with racism, don't talk about none of it!.....FACTS!",no_hate_speech
"God always testing us not some demon, tell you the truth human are the true demon.end time is coming if we can’t love each other",no_hate_speech
Chinese people.  Get it. You aren't a virus but your country CAUSED it. Now everyone has to worry. Your government is lying to you. Look at this mess.,no_hate_speech
"So, what about the racist disgusting way these Chinese people go into Africa and abuse and violate the black Africans rights in their own Country, all over the African Continent and beyond.  How is it that they don't want to talk about this abuse of black people by Asians for hundreds of years to this very day. Now the shoe is on the other foot.......",no_hate_speech
"The ""Model minority""",no_hate_speech
"As you know the president hate us Latinos and he has said many many times, now imagine if the coronavirus would’ve originated in a Latin country what kind of blessings we’d be getting from him right now, why do you think we’re not hearing such thing towards or about Chinese people. Mmhh I’m just wandering. Que viva la raza!",no_hate_speech
"USA Today: The 1918 flu, which infected over a quarter of the world’s population and killed 50 million people, was caused by an H1N1 virus that historians say likely originated in a Kansas chicken farm. An H1N1 strain that reached pandemic levels in the United States and Mexico in 2009 likely had its origins in the pig populations of both countries. So hate crime will destroy this country if we start pointing fingers. Who caused the yearly flu death? We will end up killing each other.",no_hate_speech
RACISM.....OR IS IT SELF- PROTECTION.,no_hate_speech
We black people are use to it.....the entire world hates us😀 Welcome to the black man's world,no_hate_speech
Now their getting treated like black people welcome to our world.,no_hate_speech
"Just great!!! Now some Asians started to buy guns to protect themselves!!!   
Hard times like this , it's sure does it shows theirs true color; except  of having an understanding and compassion,  they're starting to  attacking Asian people!!!  Anyone can get  infected by coved-19 !!! It  doesn't recognize race and skins tone!!!!",no_hate_speech
go home,no_hate_speech
The worst disease in America is stupidity smh,no_hate_speech
We dont SELL guns...etcetc,no_hate_speech
"Let’s not forget where the Spanish Flu originated and how many deaths it caused... My point is no ordinary citizen of any race ever want any virus, not Chinese, not Americans nor any ordinary people from any part of the world. It’s a pandemic and it’s time for all human to stand together.",no_hate_speech
Lmao,no_hate_speech
Covid19 crisis the human world 🌎 today it comes from the China Government 🇨🇳 not the Chinese people.. Have to live under China Communist rule.,no_hate_speech
This is how the ethnic racism and genocide is happening in China with their ethnic minorities so all Chinese should condemn their governments cleansing of ethnic groups and culture and their religion.. Hun Chinese are taken Ethnic minority children and putting them in a confined centre to teach them Chinese culture and atheist living..,no_hate_speech
"I think Asian people are clever and hard working, the virus is just an excuse for hateful racists people.",no_hate_speech
"Western people refusing to wear facial masks , let virus from saliva, nose fluid flying everywhere , then they inhale , no wonder the prevalence of the  corona virus spread so furious , then blame Chinese , so ridiculous , not responsible for their own choice and not accept the predicable consequences , more and more people get the viruses",no_hate_speech
"The corona virus from America , Americans try to deny  the scientific evidence , just get an opportunity to humiliate Chinese ,  a lot of people jealous of Chinese , because of outstanding performance in all aspects and suppressed by aggressive losers from other races",no_hate_speech
"Yes, American politicians take lead for racism via newspaper and media , spreading hate emotion  encouraging people hate different ethnicities ,  politicians play hatred game to gain what they want , American government better put more attention on health policy , save Americans",no_hate_speech
Yes Racism is a real deal virus,no_hate_speech
What is this  a self pity party.,no_hate_speech
Chinese people not bad                                Chinese government in the bad,no_hate_speech
Im Filipino its pretty pathetic how we are considered Chinese,no_hate_speech
How many more Asians need to get beat up and robbed in the US and Europe before we take the physical threat serious enough to mobilize,no_hate_speech
"Where did covid 19 originally come from,if you can find out then stay away from them!",no_hate_speech
"Chinese they said crazies always come to opportunity now Chinese Japanese Korean vietnamese all Asian United us one ,,,from Somali",no_hate_speech
"Some day, a virus will created that people think it's from white people or caucasian -_- you will see how much they'll cry about it.",no_hate_speech
Racism is deeply-rooted.  It just calls for the right time to emerge or re-emerge.,no_hate_speech
"We claim others to be the monster 

But we are actually the monster",no_hate_speech
"There is going to be a lot of racism against Chinese people due to this. People are losing jobs, companies closing down, people dying, lifestyles changing... when you experience inconvenience or loss you get bitter and angry, a lot of people are venting this out on the ethnic origin where this virus originated.",no_hate_speech
CHINESE GOVERNMENT FAULT STOP BLAMING THE CITIZENS,no_hate_speech
We Bangladeshis & Indians mostly we are vegetarian... don't eat wrong food... ha ha ha;))),no_hate_speech
this is really hard to watch,no_hate_speech
They are some of the biggest racist of them all,no_hate_speech
"People are people. With that being said, many people are idiots.",no_hate_speech
"Discriminating against individuals based solely on ethnic background is wrong. Discriminating against a national group who allow a plethora of exotic animals to be sold and eaten without any regulation, veterinary care or health screening is permissible. It’s not just in Asia, Africa is also a danger zone for this. So unless the rest of the world is willing to come together and force regulate and impose the same food safe standards as developed nations, I will continue to shame any nation who allows unregulated animal trade.",no_hate_speech
Is Religion greater than Race? or is Race greater than Religion? When religion and race becomes synonym then there will be peace.,no_hate_speech
"Tedros: we must be guided by solidarity, not stigma....Yeah you and WHO suck up to the Chinese and did not sound the alarm soon enough. China bought over WHO, as China is well known to do elsewhere. China did not learn from the past pandemics they help spread.",no_hate_speech
These racist moooron ppl are angry as Asians doing better.  That's that simple,no_hate_speech
"Well... To be fair, an average Chinese person can’t tell the differences among various Europeans either. It is not to say that Asians are not discriminated.",no_hate_speech
"I think its legit for China to have labs to study Sars, Ebola, Anthrax and all kinds of lethal virus to find antidote. 
This covid 19 actually came from African bats, crossed with some other wild animals not found in China.This virus is too complex to be natural. Earlier strain of these are  studied in a canadian lab(owned by which country is not known) since the year 2001/2. 

When pple started falling sick in December China didn't know what to make of it they needed more time to test. That Doctor u'all knew died from the virus, period. Thirty something of the medical staffs got infected and fall sick, a few of them died, cause they didn't wear heavily protective gears then, this is confirmed by one of the doctors, he's one of the 15,000 medical staffs volunteered to Wuhan from other provinces(he also confirmed after heavily geared up no one fall sick, I mean medical staffs, not patients). 

Let's talk abt cover up, when hospitals in Wuhan started reporting figures, See Jing ping immediately made strong and decisive, drastic measures, shut down cities, ask everyone to quarantine themselves,  did everything they could. I knew because I'd studied the language, understand everyword everything in websites and TVs, including words of mouth in my community. 

Few officials in Wuhan are being punished/sacked by their cover ups, indecisiveness, slow initiatives to report to the central govt.

Strong orders are passed to all provinces to warn hundreds of thousands of officials after that to not do anything stupid as this to cover up or they will be trialed. What more can we asked for? I lived there for a while now and feel safer in China (sorry to say that) than elsewhere it's viewed as paranoid or sickly to wear mask.",no_hate_speech
Thanks host's exceptional effort to extend friendly touch to Asian communities,no_hate_speech
"If I see someone getting attacked or verbally abused, it's my moral duty to say or do something about it, NOT be a bystander",no_hate_speech
It’s not racism it’s a simple fact all these things happen because the Chinese and Southeast Asians treat their food sources so cruel and torture them. Do you believe that the creator of the universe will continue to allow this treatment of his creation? Wake up call it out for what it is because you eat everything under the sun what do you expect? All these viruses come from animals that aren’t even supposed to be consumed based on G-d’s Law. Wake up repent for the next one might be the last one.,no_hate_speech
The truth is the truth,no_hate_speech
Some of us black people in Europe are used to rascism so chinese welcome to our world.,no_hate_speech
"This sucks......I think trump has ""won"" the trade war.........racism stinks.....",no_hate_speech
"For more from The Stream, visit: aljazeera.com/thestream",no_hate_speech
Mahatma ghandi was a racist,no_hate_speech
"I think this guy is doing this to gain some following .....
As resasim really triggers people....
I dont like gandhi. But these r vage topics. ...
Well this is a year ago , and i do believe his statue shouldn't  be there at the first place...",no_hate_speech
I am from india and i think its ok if they want to remove his statue .,no_hate_speech
"He is protecter of cast system in india.
He never opposed  discrimination  in india.
But He  every time opposed  agisnt DR. AMBEDKAR who was fighting  for lower class male women  human right also
For HIGH CLASS women  who even dont know about",no_hate_speech
This is Bastardisation ...,no_hate_speech
"I think you guys should listen an you tube video from Dr Ambedkar an interview for BBC, where he says the true face about gandhi I will appreciate if you listen and telecast on your channel.",no_hate_speech
What a shame! Definitely not racist...Gandhi did so much !  From Nelson Mandela to Martin Luther king all influemce from gandhian thoughts..,no_hate_speech
A man change of opinion against his will is still of the same opinion.....,no_hate_speech
Remove his stupid statues! Once a racist always a racist. Celebrate your own Africa freedom fighters.,no_hate_speech
"Yes he was, as are most Indians!",no_hate_speech
Thanks for doing this from south Africa 🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦🇿🇦,no_hate_speech
"Right education is the need of the hour, not the education you get from social media, media, Hardliners, or State Sponsored Media😀. Gandhi never called himself mahatma (great soul) but what tools he used are hard to be understood by people with selective perception or those who have hard-coded their identity with a particular sect. One of his main teaching was “ Satyamev Jayate” - meaning “Truth will always win”.",no_hate_speech
It seems a RSS wing party is in south Africa,no_hate_speech
Another Islamic propaganda. It's a shame Indian government hasn't blocked this channel in India.,no_hate_speech
"It's interesting that a black nationalist, self described pan-African black radical, whose major beef is not only what he thinks of Ghandi, but the fact that they don't have any statues of black heroes... is not asked whether or not his views might be a little bit racist. The reason for the Ghandi statue was that it was a gift, given along with many other gifts, and the givers of the gifts wanted a symbol of they who were doing the giving. It's not enlightened to be angry because foreign benefactors want some recognition for their generosity. Perhaps instead of looking a gift horse in the mouth, those in protest might, say... build a statue of one of their own heroes, and offer it to the university, not predicated on the destruction of the gift that came from another group of people? Is it not a little bit racist to want your own race and nationality to be celebrated before all others, even when it is a totally different group of people creating the statue? Must they honor your choice of a hero? Should they simply stop offering assistance to the school in question? They can celebrate who they want. The leaders at the university seemed to think the overall gifts from India were worth giving the Indian benefactors and their famous Indian hero a few square feet of soil on which to set a statue. Perhaps instead of getting angry about that, you could create something even more beautiful and inspiring, showing what is good about your own history, rather than attacking the people who are actively helping your nation.",no_hate_speech
what was an indian man  statue doing in African anyway?,no_hate_speech
"His human, he was brained washed and lost touch with reality until he returned back to India - and you have the give the man a second chance for god sake- he changed so much and fought long and hard against race war. Dr. Martin Luther King was so impressed by his non- violence approach, that he fly there and learnt from Ghandi him self, on how to bring down the race war back home In USA. come on man",no_hate_speech
Really sad. A bunch of SJW idiots erasing history.,no_hate_speech
"When called a kaffir, by the British, he left to keep the Untouchables in their place.",no_hate_speech
Yes ghandi used them ..,no_hate_speech
The one at The University of Nairobi should be pulled down asap....,no_hate_speech
Yes he was a racist ..,no_hate_speech
Why accept the University from India and put a statue of Ghandi in Ghana? Then after some time decide to remove the statue. This should have been debated before the construction of the University and statue. All over Africa they accept the aid from other countries and after some time decide to vandalize statues.,no_hate_speech
Dalits are black Africans of India? What an ignoramus. Gandhi did much for the untouchables...,no_hate_speech
now go for marx he regularly said the n word and hated jews.,no_hate_speech
Yes,no_hate_speech
There is no perfect human on Earth.. But there can be a perfect nation and a perfect society... We have to thrive for it..,no_hate_speech
Most people might not know that he has his statue in Uganda and part of his ash were scatted at the source of the Nile river,no_hate_speech
Of course it had to be Al Jazeera lol. Maybe also try to be critical on your own middle Eastern Heroes for once.,no_hate_speech
At some point History should be wiped out so that a New History can Begin,no_hate_speech
You are not equal to judge people like Gandhi.,no_hate_speech
"Wait for few years INDIA too have statue of """" NATHURAM GODSE """" who murdered mahatma gandhi and remove gandhi's statue",no_hate_speech
"India ke logo faltu ke comments karna band karo....unka desh hai
Woh gandhi ka statue lagaye ya obama ka......ya osama .....
Unko ya ideology nahi chahiya theek hai......",no_hate_speech
He also believed that if a woman or female child was raped it was because she in someway invited it and therefore honor killings were legitimate.,no_hate_speech
Absolutely,no_hate_speech
Gandhi  is part of why India is  a racist place to this day even to dark skin India.,no_hate_speech
Truth eventually comes out,no_hate_speech
"No to dictatorship in ANY form! Black people in the USA in the '80's & 90's tried an anti-capitalist, anti-family, anti-self sufficient ideology called 'non-economic liberalism', promoted by university marxists pretending to be Black nationalists. The result: a self-hating atomized community, dependency on employment from other races, broken families where single mothers have 'married the bureaucracy', which created a lost generation among the black youth, & a self-destructive social culture. All of this promoted by people who don't have to live in these conditions.",no_hate_speech
"What is that word you keep saying? ""Bane"" communities?",no_hate_speech
it is a Marxist movement 1000% staged,no_hate_speech
"Why is it a hate crime only
It tick all boxes of TERRORISM,,,,",no_hate_speech
"I found Entire LA one of most diverse and most friendly 
and non racist places on Earth, it is not as vibrant as New York
 but people are generally warm and welcoming,,,,,",no_hate_speech
"If this crazy woman had been verbally abusing a Black man, she would have been arrested by now.
ASIAN LIVES MATTER",no_hate_speech
The only reason why they are making such a big deal of this is because it happened to an Asian. It wouldn't have been a press conference if it were black people.,no_hate_speech
"I’m sorry, but the words lose meaning when a uniformed black man is tasked with cleaning the mic stand after each speaker.  While I’m happy this coverage will call out that vile creature in the footage, the fact that this seems to be more of a political stunt than a standard saddens me.",no_hate_speech
Shut the fuck up Don,no_hate_speech
"no opinion is ever ""productive"". who the fuck are these pieces of shit in this video and why are so fucking clueless?!",no_hate_speech
Go fuck yourselves,no_hate_speech
Take that pig trump fuck you,no_hate_speech
That's a big FUCK YOU to all you Racist pieces of shit !!!,no_hate_speech
Hahaha fuck you trump,no_hate_speech
Fuck the sjws.. why is blm a seat of identity politics?,no_hate_speech
That’s a strange last name...,no_hate_speech
"I’m confused. So many questions. Was she mail of female when enlisting? Did she transition while in the military? What’s the logistics of transitioning in the military? Was he MOS or physical requirements changed, with her gender change. Did she have to use mail or female facilities? So many questions.",no_hate_speech
"Norman Edwards
Has the Klan came for their visit ? They are watching you.",no_hate_speech
Oh shut up 😒😒it is not a right. What a dumbass,no_hate_speech
"""Mental Illness""",no_hate_speech
DELUSIONAL,no_hate_speech
if someone had gender disphoria and it is regarded as a mental disorder and anyone with any type of mental disorder is not allowed to serve then whats the big deal? If you really think theres such thing as gender fluid or that your gender doesnt depend on your genitals then yea you have a mental illness so why wouod you think you could serve? blows my mind.,no_hate_speech
If I identify with being a zebra would that change my genetics and make me a zebra? To encourage someone with a gender confusion mental illness is Cruel. The Lord in the beginning created male and female of every kind. I feel very saddened for the mentally ill  Who are confused with what gender they are. However when it comes to using deadly equipment in the military you’ll want somebody who is mentally stable performing their duties.,no_hate_speech
if you can be trans off post only and no entitlement to hormones.,no_hate_speech
The military isn't a gender testing ground...,no_hate_speech
"Retired at 13 years? Yeah I'm gonna have to call bullshit on that one. Medically retired, maybe.",no_hate_speech
If not better? Bullshit.,no_hate_speech
Going to hell,no_hate_speech
One thing Trump did right.,no_hate_speech
"a woman who used to be a man marries a man who used to be a woman.  think the kids will be messed up?  and is the ""dad"" having the babies?",no_hate_speech
transgender to join the u.s. Army it's their right,no_hate_speech
"Do hetrosexuals make a noise about their sexuality? No. Do hetrosexuals get dumped on by lgbtxyz? Yes. Shut up the lot of you. Stop winging and bitching and get on with your lives. This freedom of sexuality is nothing new and getting tiresome. You're gonna do what you want to do because you're free to choose. Do we really think it matters to the general public who you're attracted too? Nope. Armed forces are in a league of their own. Doing their job requires a sound mind. Psychologists have traditionally called gender confusion on the lgbtxyz, millions upon millions of people all over the globe are still traditionalists. People are not going to change their ways of thinking because they have made their choices too. Don't agree? To bad so sad. P. S. I don't dislike you because of your sexuality, I dislike like your sexuality being rammed down my throat, pun intended.",no_hate_speech
So. I want to be in the military too. But they won't let me in because I'm too old. So I have no sympathy for them. You gotta draw a line somewhere.,no_hate_speech
He is trying to divert our attention to another direction.....other than Russia.....,no_hate_speech
Great country shit government why would anyone wanna do their dirty work,no_hate_speech
so many young people going trans.... wtf happened?,no_hate_speech
"I agree with the first and the other lady that called,I think that people shouldn't judge and twist God's word",no_hate_speech
what about she want to be a man we can't judge her that's her life she's not coming on to us,no_hate_speech
Every human is a gift. Rich or poor.,no_hate_speech
The real question is can a painting ever be a lamp just cause it fells like a lamp though it was made a painting and created as a painting  . Someone anyone,no_hate_speech
I will say this people said alot about what I said . I say this imagine a artist made a pating right snd then the painting says to the artist no I want to be a lamp u were wrong to create me as a painting I fell and I am a lamp. Now question can the painting ever be a lamp is the artist fashioned  it a pating even though it fells like a lamp?,no_hate_speech
"This man & the Evangelist got me cryinnnnn 🤣🤣🤣 this is too funny. Dude said if you like anal, you are mentally ill 😭😭😭 omg",no_hate_speech
"She and all that says, don't label me.Just stop! You need to stop saying don't label me, they are confused people. The 😈 got real messed up",no_hate_speech
Bunnie is so freaking cute.,no_hate_speech
The chin and the voice was a giveaway. lol,no_hate_speech
Hello,no_hate_speech
while i leaned a lot tonight the last caller really got me together talking about purge like what ok anyway god bless you all good night,no_hate_speech
Hate speech is an invention of the ADL.You can goggle Dr E Michael Jones.,no_hate_speech
wholesome conversation.... really gives some food for thought. people are really good at taking things out of context hey..,no_hate_speech
Brilliant chat...love Mark to bits..what a nice man,no_hate_speech
Marxist ideology is a plague and there's no cure.,no_hate_speech
"as rae sremmurd said ""i dont have no type""",no_hate_speech
the kkk is a fuckin joke they don't accomplish anything. just like any race driven radical group...,no_hate_speech
If I was the president I would stop the white people and the black people hating another.,no_hate_speech
cant win an argument with a stupid person,no_hate_speech
It's official. Tucker Carlson is funnier than Samantha Bee,no_hate_speech
The best part is u liberals are all being tricked by the powers that be your all being used and when history is written it will show everyone of u to be traitors,no_hate_speech
Every word he said is true,no_hate_speech
Peops cant handle a word,no_hate_speech
Pewdiepie and KSI never fought KSI just attacks pewdiepie cuz pewds liked a tweet against ksi,no_hate_speech
Wtf happend to free speech?,no_hate_speech
Pewdiepie needs to adopt black babies,no_hate_speech
Hurricane<(Nibber)Pewdiepie \n Im done with life.,no_hate_speech
Next  time eat food..idiot China,hate_speech
Every Chinese person I have ever met are rude,hate_speech
This is a very common question. Why should I *not be racist?*,hate_speech
Corona = China,hate_speech
Chinese eat everything moves. All viruses comes from China.,hate_speech
"Hey Chinese ppl, how does it feel?? Do you enjoy the taste of you’re own medicine?",hate_speech
I hate all Chinese people are government till now,hate_speech
China government made this and put in 100 people and send them in the world to get USA 🇺🇸,hate_speech
Orientals need to go back home to their countires,hate_speech
"Chinese do not you people, for you are third class people, have no manners and decency. Lazy live on other people.",hate_speech
Chinese eats everything that moves. All viruses comes from china,hate_speech
Since Asian women love black and Hispanic man and considers their own men to looks like their brother they won't mine us attacking them.They considering it as a blessing. And besides they are divided anyway in  culturally like Japanese like to sticks with Japanese and Chinese like to sticks to Chinese and Thais stick with Thais.,hate_speech
your are the virus it's true,hate_speech
China did this deliberately lets not fool ourselves. So it is warranted the racism. China instead of saying sorry have done nothing . China destroyed the world and they did it deliberately. So this racism is OK with me. They deserve it,hate_speech
Chinese are coldest hearted people no doubt about that...,hate_speech
These viruses is China's way of taking over the world,hate_speech
"Karma does exist.. If chinese don't wanna being shunned or being bullied by everyone else, then stop eating that disgusting foods! They know that's a disgusting foods already but they keep eating them! Knowing that it will causes many virus but they keep eating them! No wonder they being shunned and being bullied by everyone else.. It's all because of their greeds!",hate_speech
"dont eat at a chinese shops.  you can live without the rats, dogs, cats they use  in their food.",hate_speech
Every country should boycott china as they want money from all countries to develop something like bioweapon.  CHINA JUST DO YOUR KUNG FU STUFF IN YOUR COUNTRY. Leave the world for future generations.,hate_speech
"It is because of the poor hygiene and bad eating habits of the Chinese the whole world is suffering. 
They deserve all this",hate_speech
"How about All races go back to their continent and all Americans go back to Europe, there problem solved",hate_speech
"I disliked Chinese people from the get go
Especially all those clowns in colleges thinking they’re better than everyone else",hate_speech
Yeah shows how racist Asians are. This is karma coming back full circle. No sympathy,hate_speech
"Don't worry asians as soon as this corona virus go away your go back to your ""model minority"" status  and racism wont exist to you anymore. But as for now let us blacks enjoy this moment and laugh at you as you all of of a sudden have "" discovered"" racism. Lol.",hate_speech
"We all have eaten CHINESE food, point cleared,, I hold nothing against the Asian people,,but what I don't like is how cruel they are to animals,,plus they are not clean in  Restaurants, they would lie to the Americans concerning the meats they serve. Asians will eat anything dead or alive, they are not trustworthy  human individuals. Not all but the majority of them are. We have held them up in America for a very long time, but never stood up for us in any way, they actually would turn there backs on us. So why in the world would we or I have  any concerns regarding there business organization or funding for them all.",hate_speech
Asians are the most selfish community in any and every western country. They had it too easy for too long. Now their lifestyle and lifestyle chpices are affecting the whole world. What are people supposed to do?,hate_speech
"Well it’s not racism , we are disgusted by your eating habits and hygiene,, you people eat dogs ,, cats , frogs , snakes ,, bats etc. you spit all over, rude , mean and racist to other races .",hate_speech
China will track down those responsible.and make mince meat out of them.  Will lesd to Bill gates,hate_speech
Maybe if they didn't eat f****** bat soup we wouldn't be so judgmental,hate_speech
"An arrogant white people
I hate white people",hate_speech
The question is it making Al Jazeera retarded?,hate_speech
Asians especially chines are racist and hateful of black people. They humiliate Africans in China. So Fu... kk the. Karma bii. mch,hate_speech
Maybe if they stopped fucking eating everything they see move this wouldnt be a issue,hate_speech
So I am suppose to give up my fucking life because some Asian guy fells bad I am not sharing his corona virus. Racist my ass Stfu al Jazeera.,hate_speech
The black race seriously have issues with everyone!,hate_speech
So a racist cannot change his mind! This is the problem with you PC idiots! Judging a man during  a time completely different from today. These SJW idiots would definitely be slave traders and racists at that moment in time.. These idiots are talking about Modi when discussing about Gandhi.. what a waste this Al Jazeera is?,hate_speech
Gandhi was a fucking Barhaman racist as most of Indians are,hate_speech
"Fuck all you bigoted left wing bullies if someone doesn't like Africans they font have too.
     I can't stand you Africans for the whining accusing and complaining about every other race.
      It is jealousy and sour grapes that motivates these kind of posts.
     Grow up and take responsibility for your own failings.",hate_speech
"We don't need statues of any one who do not look like us on our soil. Africa is for Africans not yellow Chinese and Indians, nor pale skinned Neanderthals (whites) period. Just deal with that! We've been slept for long. Now we will treat everyone the same way they treat us. U hate us we hate u too! Fuck outta here! 
Wait till we get all our western motivated corrupt leaders out of power, and the world will know who is here on this planet to stay ,and who is here to struggle for  survival.",hate_speech
"Indians are racists, so I don't give a fuck",hate_speech
Fuck Gandhi!  I'm not Indian.  Fuck everyone who is NOT African...to no end!,hate_speech
